[owen@kaser dubuc]$ ./papibenchmark 
 Benchmarking tool for the Ola algorithm 
 Build: Jul  5 2004 11:00:47
 Benchmarks can take a long time to compute 
 Values are always given as pairs init time + total operation time 
Starting benchmarking from hellifax 
testing dependence of Ola time on range length (multi-level)
 size = 1073741825 b=128,beta=4
 external array is : 4 GB
 bin arrays are : 0.5 KB
N (aka M and M' in paper) is 2
 query time (sums) / buffer construction 
 == Fast Range Sums === virtual array of size 1073741825 N = 2 b = 128
 b = 128 N = 2
 data.size() = 1073741825
 It took 2723.6 s to build a buffer of size 8388609
 rangelen  time 
254735334 327680
158949042 327680
33307519 327680
142975700 327680
267641266 327680
298175690 327680
71305063 327680
7686911 294912
232884880 327680
288692190 327680
640031165 327680
564106346 327680
343938485 327680
259875318 327680
240134407 327680
542406895 327680
242548481 327680
562327624 327680
281552740 327680
400672044 327680
30618603 294912
1029123401 327680
106189332 327680
861779489 327680
777473474 327680
50972427 327680
137914572 327680
46561271 327680
20413143 294912
459317159 327680
502236952 327680
755417292 327680
289296152 327680
16167527 327680
663355015 327680
46301074 327680
554405901 327680
673422870 327680
143224834 327680
498829709 327680
39193992 327680
190719295 327680
36668217 327680
28915349 327680
716269752 327680
317628909 327680
726429752 327680
45655672 327680
243307466 327680
133715293 327680
686390399 327680
465657067 327680
270935865 327680
458470781 327680
526798646 327680
261117181 327680
640381025 327680
763245736 327680
595994502 327680
527110375 327680
90990371 294912
334308051 327680
229698166 327680
1168844 262144
259164234 327680
153470044 327680
758841320 327680
479461183 327680
377525135 327680
73744757 327680
252251197 327680
755555217 327680
434532923 327680
651138619 327680
105647689 327680
41186329 327680
124495374 327680
634940504 327680
491967726 327680
340584240 327680
302748340 327680
660029657 360448
181867261 327680
475753290 327680
316378335 327680
26239829 294912
362125621 327680
686221894 327680
100632690 327680
438544860 327680
705615970 327680
402918439 327680
186609468 327680
110563058 327680
600226466 327680
911380684 360448
128540245 327680
309630291 327680
395504834 327680
142330858 327680
358120779 327680
489503034 327680
512997124 327680
273078439 327680
613404277 327680
206084054 327680
117612663 327680
1647940 294912
912790324 327680
90942501 294912
510383531 327680
15085732 294912
244364876 327680
585596758 327680
128421558 327680
230266458 327680
896498304 327680
482537495 327680
62517716 327680
325623789 327680
393497408 327680
152541410 327680
316374118 327680
815332202 327680
38682472 327680
164761762 294912
602655765 327680
114247951 294912
629521237 327680
509430848 327680
354030502 327680
14557341 327680
593281096 327680
561201241 327680
149854262 327680
257978981 327680
67377061 327680
19280086 327680
45455899 327680
726322678 327680
627041834 327680
440537452 327680
32981355 327680
514246664 327680
373555210 327680
89860445 294912
384108833 327680
169369132 327680
710179458 327680
514294909 327680
530088248 327680
16973527 294912
150878357 327680
725273573 327680
313943322 327680
280472626 327680
195197041 327680
23199104 294912
486354326 327680
573454921 327680
487381455 327680
614786595 327680
379176691 327680
874117307 327680
285152910 327680
182413862 327680
103506471 294912
231341178 327680
129186722 327680
243706141 327680
260727352 327680
51999929 327680
709627885 327680
455601746 327680
461097025 327680
235039503 327680
601447653 327680
129557051 327680
248577269 327680
649621576 327680
30640829 327680
288794839 327680
76266052 327680
86775415 327680
403008942 327680
131835927 294912
681109492 327680
45918860 327680
814706936 360448
150758779 327680
 [ffm] Computations took 17.71
 For 2000 range sums 
 average was -3.05029e+07
2723.6,17.15 , 2733.31,17.71
Done with benchmarking from hellifax.
[owen@kaser dubuc]$ 
